id,datetime,user,size,change,note
984719806,2020-10-21 18:11:00,Soibangla,485239,+262,"→‎Wealth:  The tax records also showed Trump had unsuccessfully pursued business deals in China, including by developing a partnership with a major government-controlled company"
984691374,2020-10-21 14:46:00,Scjessey,484977,+139,→‎Hospitalization with COVID-19:   - restore one image I removed per talk
984672082,2020-10-21 12:14:00,Scjessey,484838,,Reverted good faith edits by Tobby72 (talk): None of these are biographically significant
984656276,2020-10-21 09:34:00,Tobby72,486843,,add images
984655598,2020-10-21 09:27:00,Tobby72,485848,,expanded
984625825,2020-10-21 04:16:00,Jack Upland,484838,−9,"→‎Conflicts of interest:  See talk - no evidence there are currently ""multiple"" pending lawsuits"
984615031,2020-10-21 02:46:00,Mandruss,484847,+1,→‎COVID-19 pandemic:  subtle but significant wording improvement
984526105,2020-10-20 15:18:00,Bdushaw,484846,+1,→‎COVID-19 pandemic:  ce
984525541,2020-10-20 15:15:00,Bdushaw,484845,−272,→‎COVID-19 pandemic:  trimming; remove China travel ban as not substantive per talk; ce's
984511207,2020-10-20 13:34:00,Bdushaw,485117,−5,→‎COVID-19 pandemic:  ce
984506589,2020-10-20 12:57:00,Bdushaw,485122,,→‎COVID-19 pandemic:  revise initial paragraph to restore China immigration ban (????) and clarify Woodward interview impact; wikilink Azar
984312411,2020-10-19 12:52:00,Starship.paint,484611,+142,"re:syria recent trimming cut out explicit mention of Kurds, leaving the House condemnation kind of unexplained. so, explaining it. existing references cover the added sentence."
984278038,2020-10-19 06:47:00,Mandruss,484469,−4,"Undid revision 984274588 by PickleG13 (talk) - NYC is generally not linked, per MOS:OVERLINK"
984274588,2020-10-19 06:11:00,PickleG13,484473,+4,seems like this should link through as much as Queens
984244448,2020-10-19 01:34:00,Kind Tennis Fan,484469,+41,date formats per MOS:DATEFORMAT by script
984188309,2020-10-18 18:31:00,HaeB,484428,−403,Reverted 1 edit by Tobby72 (talk): WP:SYNTH and undue weight for one particular half-dementi quote
984150107,2020-10-18 14:03:00,Tobby72,484831,+403,expanded
984081920,2020-10-18 01:50:00,Mandruss,484428,+2,→‎Foreign policy:  cite cleanup
984081198,2020-10-18 01:44:00,Mandruss,484426,+96,→‎Foreign policy:  cite cleanup
984079510,2020-10-18 01:29:00,Mandruss,484330,+33,→‎Foreign policy:  cite cleanup
984054199,2020-10-17 21:51:00,Neutrality,484297,−85,"group related content; right now the JCPOA is discussed in three different places, making it hard to follow and introducing some redundancy"
984053103,2020-10-17 21:42:00,Neutrality,484382,−83,→‎2018–2019 federal government shutdown:   trim slightly
984052907,2020-10-17 21:40:00,Neutrality,484465,−24,→‎Foreign policy:   copy edit; link
984052665,2020-10-17 21:39:00,Neutrality,484489,−129,"trim slightly; re-order a bit, mostly for readability"
984052295,2020-10-17 21:36:00,Neutrality,484618,,"→‎Foreign policy:   reduce space and text devoted on 2016 campaign statements in this section of article, which is supposed to address the presidency beginning in 2017 (for example, replace 2015 sources with 2018 and 2020 sources); replace with some short high-level statements that attempt to summarize actual foreign policy. Fix a typo"
984048587,2020-10-17 21:07:00,Mandruss,483234,−241,cite cleanup
984048116,2020-10-17 21:04:00,Neutrality,483475,−72,→‎Hospitalization with COVID-19:   trim slightly; link to specific article
984047389,2020-10-17 20:59:00,Mandruss,483547,+101,→‎Russia:  cite cleanup
984046777,2020-10-17 20:55:00,Mandruss,483446,+219,rescue ref
984046657,2020-10-17 20:54:00,Neutrality,483227,−287,→‎Pardons and commutations:   clarify; drop needless cite to 2016 article that predates pardon. Link
984046327,2020-10-17 20:52:00,Mandruss,483514,+2,→‎Approval ratings:  fix
984046217,2020-10-17 20:51:00,Mandruss,483512,−67,"→‎Approval ratings:  cite cleanup, ce"
984045572,2020-10-17 20:47:00,Neutrality,483579,−80,→‎Foreign policy:   I think this can capture the capital recognition/embassy move while saving a few words. I don't think we need to get into the details of the 1995 act in this article.
984044903,2020-10-17 20:43:00,Neutrality,483659,−160,→‎Presidency (2017–present):   doesn't this cover the gist?
984044603,2020-10-17 20:40:00,Neutrality,483819,+482,"ref fixes; note Navalny (if we mention Skirpal, I think we also have to mention this very briefly)"
984043917,2020-10-17 20:35:00,Mandruss,483337,+82,"→‎Foreign policy:  cite cleanup, ce"
984043836,2020-10-17 20:34:00,Neutrality,483255,,"→‎Russia:   some sanctions were imposed, others lifted; I don't think we can just say one or the other"
984042913,2020-10-17 20:27:00,Neutrality,482603,−35,"trim, copy edit; drop in-text attribution that is not necessary here"
984042424,2020-10-17 20:24:00,Neutrality,482638,,"boldly trimming some of this as detail better suited for the foreign policy of Trump article or other more specific articles; these comments are stray comments, some of them linked to longstanding U.S. policy, and don't seem linked to any policy change or consideration of a policy change (unlike other material in this section, which involved sanctions, expulsions of diplomats, possible changes in U.S. policy, etc.)."
984041600,2020-10-17 20:18:00,Mandruss,484084,+15,→‎Wealth:  mce
984041460,2020-10-17 20:17:00,Neutrality,484069,−44,→‎Foreign policy:   consolidate two sentences about Syria airstrikes into a single sentence
984041161,2020-10-17 20:14:00,Neutrality,484113,,"→‎Foreign policy:    partly restore some content that was boldly removed on NATO - I think it was 5 sentences before.  I'm OK with reducing it to 1 sentence (as here), but not to zeroing out all mention. Add a Sept. 2020 citation to supplement and 2017 and 2019 cites."
984035319,2020-10-17 19:35:00,Mandruss,483050,−78,"Undid revision 983986519 by Pompous Retail (talk) - rv per Talk:Donald Trump#Current consensus, item 18 - and ""wearing"" is ok"
984029523,2020-10-17 18:55:00,JJMC89 bot III,483128,−59,Removing Category:Hospitalized in White House COVID-19 outbreak per Wikipedia:Categories for discussion/Log/2020 October 9#Category:Hospitalized in White House COVID-19 outbreak
984013965,2020-10-17 17:05:00,Space4Time3Continuum2x,483187,,→‎Lafayette Square protester removal and photo op:  Trimming. See Talk
984011922,2020-10-17 16:50:00,Space4Time3Continuum2x,484369,,"→‎Domestic policy:  Reverting per Talk, step 2"
984011546,2020-10-17 16:47:00,Space4Time3Continuum2x,478474,,"→‎Protests:  Reverting per Talk, step 1 (https://en.wikipedia.org/w/index.php?title=Talk:Donald_Trump&diff=prev&oldid=984011255)"
983986519,2020-10-17 13:36:00,Pompous Retail,481760,+78,typed out wharton school instead of redirect
983982628,2020-10-17 13:01:00,Donkey Hot-day,481682,+15,→‎Approval ratings:  fixed unclear redirect
983961267,2020-10-17 09:09:00,Donkey Hot-day,481667,,"edited after talk page discussion, updated global pew poll in the opinion polling sub-article, will likely update China section as it reads quite misleadingly in line with 2020 sources (https://www.timesofisrael.com/trumps-china-bashing-aims-to-boost-us-leverage-divert-criticism/, https://www.reuters.com/article/us-health-coronavirus-usa-china/trump-says-doesnt-want-to-talk-to-xi-could-even-cut-china-ties-idUSKBN22Q2BD etc."
983945629,2020-10-17 06:11:00,Jack Upland,480284,−63,Undid revision 983943301 by Jason Quinn (talk) See Talk
983943301,2020-10-17 05:42:00,Jason Quinn,480347,+63,"→‎top:  +""Republican-controlled"" and ""with the vote split along party lines"" because just saying the ""The Senate"" doesn't capture the nature of the trial explained below and is misleading by omission"
983929715,2020-10-17 03:16:00,Starship.paint,480284,+110,restore recent trimming for Syria. House condemnation has an explanation.
983929173,2020-10-17 03:11:00,Starship.paint,480174,,Undid revision 983929109 by Starship.paint (talk) - wrong article
983929109,2020-10-17 03:10:00,Starship.paint,480678,,debt
983928130,2020-10-17 03:01:00,Starship.paint,480174,,total debts
983914693,2020-10-17 00:56:00,Onetwothreeip,479489,,"→‎ISIS, Syria, and Turkey:  Trimming bloated section per talk"
983913404,2020-10-17 00:45:00,Onetwothreeip,482368,,"→‎Foreign policy:  Removing ""NATO"" section, not much as president actually being discussed here. Spurious comments better described elsewhere."
983903462,2020-10-16 23:12:00,Mandruss,485075,−20,"Reverted to revision 983896050 by Feoffer (talk): Talk:Donald Trump#Current consensus, item 48 still specifies the status quo text. This is under discussion at Talk:Donald Trump#Consensus 48 question, where the uninvolved closers are being asked to clarify their closures. Please wait for a resolution there, which may or may not change item 48 and the related hidden comment in the article."
983899325,2020-10-16 22:37:00,Wikieditor19920,485095,−4,typo
983899199,2020-10-16 22:35:00,Wikieditor19920,485099,+24,Noting criticism
983896050,2020-10-16 22:11:00,Feoffer,485075,+43,→‎Protests:  +a mainarticle for easier navigation
983631477,2020-10-15 09:57:00,Mandruss,485032,+2,→‎Protests:  ce
983628873,2020-10-15 09:27:00,Onetwothreeip,485030,+93,→‎Protests:  Clarifying that the Lafayette Square incident was during the George Floyd protests
983628397,2020-10-15 09:22:00,Onetwothreeip,484937,,"Undid revision 983626495 by Donkey Hot-day (talk) Too much information, and too many citations."
983626495,2020-10-15 09:01:00,Donkey Hot-day,490002,,added content in line with WP:RSPSOURCES
983571442,2020-10-15 00:30:00,Mandruss,484937,+56,→‎Protests:  cite cleanup
983570644,2020-10-15 00:22:00,Onetwothreeip,484881,,"→‎Lafayette Square protester removal and photo op:  Trimmed section per talk, merged it into protests section"
983544629,2020-10-14 20:53:00,Iridescent,487643,0,"→‎False statements: Cleanup and typo fixing, typo(s) fixed: Covid-19 → COVID-19"
983418266,2020-10-14 03:25:00,Onetwothreeip,487643,,"→‎False statements:  Very much not neutral, and most endorsements aren't due for this article."
983415240,2020-10-14 02:59:00,Onetwothreeip,488750,,"→‎Venezuela:  Remove entire subsection dedicated to foreign relations with Venezuela as relatively minor, as talk page consensus trends towards significantly reducing the size of the foreign policy section of this article."
983323084,2020-10-13 15:48:00,Mandruss,490643,+74,"Undid revision 983295675 by Wikieditor19920 (talk) - Talk:Donald Trump#Current consensus, item 48"
983297948,2020-10-13 12:50:00,JMK,490569,+6,→‎Health care:  punct
983295675,2020-10-13 12:31:00,Wikieditor19920,490563,−74,Shorten this
983292049,2020-10-13 11:59:00,Bdushaw,490637,+1,→‎False statements:  reorganize
983291733,2020-10-13 11:56:00,Bdushaw,490636,,"→‎False statements:  Sci.Am., NEJM endorsments"
983247223,2020-10-13 03:54:00,Mandruss,489529,−12,Undid revision 983237541 by ANG99 (talk) - unsourced ;; see recent edit
983237541,2020-10-13 02:15:00,ANG99,489541,+12,Undid revision 983237161 by ANG99 (talk)
983237161,2020-10-13 02:12:00,ANG99,489529,0,
983117849,2020-10-12 10:23:00,Mandruss,489529,+9,cite cleanup
983116708,2020-10-12 10:10:00,Mandruss,489520,+25,cite cleanup
983115998,2020-10-12 10:03:00,Mandruss,489495,+4,cite cleanup
983115585,2020-10-12 09:59:00,Mandruss,489491,+2,→‎Early life:  cite cleanup
983097677,2020-10-12 06:43:00,Space4Time3Continuum2x,489489,−12,"Removed per https://en.wikipedia.org/w/index.php?title=Talk%3ADonald_Trump&type=revision&diff=983026182&oldid=983024394. Haven't found any sources to support the claim. Considering the business he and his father were in, they contributed to both parties without becoming members of either one."
983052826,2020-10-11 23:47:00,Kind Tennis Fan,489501,+21,date formats per MOS:DATEFORMAT by script
983022077,2020-10-11 19:44:00,Bdushaw,489480,+497,"→‎Books:  written many books, citation, ce"
983018474,2020-10-11 19:20:00,Mandruss,488983,−19,"→‎Health:  ce per sources, Regeneron is not a drug but a company"
983016405,2020-10-11 19:07:00,Mandruss,489002,−4,→‎top:  MOS:OVERLINK
982996479,2020-10-11 16:52:00,Mksword,489006,+8,→‎Health:  Added links
982996196,2020-10-11 16:50:00,Mksword,488998,0,"→‎Health:  Corrected spelling of ""remdesivir"""
982995929,2020-10-11 16:48:00,Mksword,488998,+30,→‎Health:  Added link
982949849,2020-10-11 10:26:00,Space4Time3Continuum2x,488968,−474,→‎Election to the presidency:  Removed per https://en.wikipedia.org/wiki/Donald_Trump#Wealth and cited NYT article
982949073,2020-10-11 10:18:00,Space4Time3Continuum2x,489442,−1,→‎Election to the presidency:  Move image
982948869,2020-10-11 10:16:00,Space4Time3Continuum2x,489443,,→‎Election to the presidency:  Mid-term elections 2018 do not belong in section on 2016 election
982948635,2020-10-11 10:13:00,Space4Time3Continuum2x,490406,0,→‎Election to the presidency:  Decreasing size of images.
982948128,2020-10-11 10:08:00,Space4Time3Continuum2x,490406,,"Moving from unrelated section into more suitable one, reverting BOLD trimming - see TALK [https://en.wikipedia.org/wiki/Talk:Donald_Trump#Is_the_photo_op_section_really_necessary?]"
982942270,2020-10-11 09:07:00,Space4Time3Continuum2x,489355,−30,→‎Energy and climate:  Trimming - WP:CAPTIONOBVIOUS
982930337,2020-10-11 07:10:00,Isaidnoway,489385,−1,Copyedit (minor) spelling
982926472,2020-10-11 06:25:00,Space4Time3Continuum2x,489386,−1,"Undid revision 982925780 by Space4Time3Continuum2x (talk)Self-revert, part of original text seems to be missing"
982925780,2020-10-11 06:17:00,Space4Time3Continuum2x,489387,+1,
982907180,2020-10-11 02:50:00,Mandruss,489386,0,"All template names are capitalized, but we generally don't capitalize them in coding. Can't imagine why cites should be treated any differently. Suffering an OCD attack right now."
982906164,2020-10-11 02:40:00,Mandruss,489386,+260,rescue ref
982903149,2020-10-11 02:13:00,Mandruss,489126,+5,cite cleanup
982902385,2020-10-11 02:07:00,Mandruss,489121,0,cite cleanup
982901780,2020-10-11 02:03:00,Mandruss,489121,+24,"cite cleanup, converting ChiTrib reprint to WaPo original"
982899844,2020-10-11 01:47:00,Mandruss,489097,−4,cite cleanup
982893114,2020-10-11 00:55:00,Mandruss,489101,0,"Undid revision 982722972 by Emir of Wikipedia (talk) - rv per MOS:EGG ;; the natural target of ""inaugurated"" is Inauguration"
982892769,2020-10-11 00:52:00,Mandruss,489101,0,"→‎ISIS, Syria, and Turkey:  ce"
982878100,2020-10-10 22:42:00,Soibangla,489101,,Undid revision 982876266 by Onetwothreeip (talk) I consider these sweeping deletions of significant content that are better done incrementally or discussed on Talk before being implemented
982876266,2020-10-10 22:27:00,Onetwothreeip,485267,,→‎Presidency (2017–present):  Trimming
982874200,2020-10-10 22:09:00,Thanoscar21,489101,−82,"There's no need to have Politico calling it a bizarre spectacle, this is part of the reason it's so big"
